ukprn,university,kiscourseid,title,crseurl,provadd
10007158,University of Southampton,572,Mechatronic Engineering with Industrial Studies,https://www.southampton.ac.uk/courses/mechatronic-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,573,Electrical and Electronic Engineering with Industrial Studies,https://www.southampton.ac.uk/courses/electrical-electronic-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,574,Electronic Engineering with Industrial Studies,https://www.southampton.ac.uk/courses/electronic-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,577,Ship Science with Industrial Placement Year,https://www.southampton.ac.uk/courses/maritime-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,578,Mechanical Engineering/Mechatronics with Industrial Placement Year,https://www.southampton.ac.uk/courses/mechanical-engineering-mechatronics-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,580,Mechanical Engineering/Biomedical Engineering with Industrial Placement Year,https://www.southampton.ac.uk/courses/mechanical-engineering-biomedical-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,581,Mechanical Engineering/Automotive with Industrial Placement Year,https://www.southampton.ac.uk/courses/mechanical-engineering-automotive-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,582,Aeronautics and Astronautics/Spacecraft Engineering with Industrial Placement Year,https://www.southampton.ac.uk/courses/aeronautics-astronautics-spacecraft-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,586,Mechanical Engineering with Industrial Placement Year,https://www.southampton.ac.uk/courses/mechanical-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,590,Acoustical Engineering,https://www.southampton.ac.uk/courses/acoustical-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,591,Mechantronic Engineering with Foundation Year,https://www.southampton.ac.uk/courses/mechatronic-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,592,Mechatronic Engineering with Foundation Year,https://www.southampton.ac.uk/courses/mechatronic-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,599,Civil Engineering with Industrial Placement Year,https://www.southampton.ac.uk/courses/civil-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,6,Biology,https://www.southampton.ac.uk/courses/biology-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,600,Acoustical Engineering with Industrial Placement Year,https://www.southampton.ac.uk/courses/acoustical-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,601,Aeronautics and Astronautics with Industrial Placement Year,https://www.southampton.ac.uk/courses/aeronautics-astronautics-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,602,Aerospace Electronic Engineering with Foundation Year,https://www.southampton.ac.uk/courses/aerospace-electronic-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,603,Aerospace Electronic Engineering with Foundation Year,https://www.southampton.ac.uk/courses/aerospace-electronic-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,604,Archaeology and Ancient History with Year Abroad,https://www.southampton.ac.uk/courses/ancient-history-archaeology-with-year-abroad-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,605,Ancient History and History with Year Abroad,https://www.southampton.ac.uk/courses/ancient-history-history-with-year-abroad-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,607,Ancient History with Year Abroad,https://www.southampton.ac.uk/courses/ancient-history-with-year-abroad-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,61,Law,https://www.southampton.ac.uk/courses/law-degree-llb,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,614,Civil Engineering with Industrial Placement Year,https://www.southampton.ac.uk/courses/civil-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,615,Computer Science with Industrial Studies,https://www.southampton.ac.uk/courses/computer-science-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,616,English Language and Linguistics with Year Abroad,https://www.southampton.ac.uk/courses/english-language-linguistics-with-year-abroad-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,62,Law (Accelerated Programme),https://www.southampton.ac.uk/courses/law-accelerated-programme-degree-llb,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,623,Mechanical Engineering with Industrial Placement Year,https://www.southampton.ac.uk/courses/mechanical-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,625,Philosophy Ethics and Religion,https://www.southampton.ac.uk/courses/philosophy-ethics-religion-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,626,"Philosophy, Ethics and Religion with Year Abroad",https://www.southampton.ac.uk/courses/philosophy-ethics-religion-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,627,"Philosophy, Politics and Economics with Year Abroad",https://www.southampton.ac.uk/courses/philosophy-politics-economics-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,629,Ship Science with Industrial Placement Year,https://www.southampton.ac.uk/courses/maritime-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,63,Law (European Legal Studies),https://www.southampton.ac.uk/courses/european-legal-studies-degree-llb,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,630,Software Engineering with Industrial Studies,https://www.southampton.ac.uk/courses/software-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,64,Law (International Legal Studies),https://www.southampton.ac.uk/courses/international-legal-studies-degree-llb,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,650,Acoustical Engineering with Foundation and  Industrial Placement Year,https://www.southampton.ac.uk/courses/acoustical-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,651,Acoustical Engineering with Foundation and  Industrial Placement Year,https://www.southampton.ac.uk/courses/acoustical-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,652,Aeronautics and Astronautics with Foundation Year and  Industrial Placement Year,https://www.southampton.ac.uk/courses/aeronautics-astronautics-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,653,Aeronautics and Astronautics with Foundation Year and Industrial Placement Year,https://www.southampton.ac.uk/courses/aeronautics-astronautics-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,654,Aerospace Electronic Engineering with Industrial Studies,https://www.southampton.ac.uk/courses/aerospace-electronic-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,655,Biology and Marine Biology,https://www.southampton.ac.uk/courses/biology-marine-biology-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,657,Civil Engineering with Foundation Year and Industrial Placement Year,https://www.southampton.ac.uk/courses/civil-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,658,Civil Engineering with Foundation Year and Industrial Placement Year,https://www.southampton.ac.uk/courses/civil-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,659,Fashion Design,https://www.southampton.ac.uk/courses/fashion-design-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,660,Sustainable Luxury (Textiles),https://www.southampton.ac.uk/courses/sustainable-luxury-textiles-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,661,Marine Biology (3 years),https://www.southampton.ac.uk/courses/marine-biology-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,662,Chemistry with Foundation Year,https://www.southampton.ac.uk/courses/chemistry-degree-mchem,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,663,Mechanical Engineering with Foundation Year and Industrial Placement Year,https://www.southampton.ac.uk/courses/mechanical-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,664,Mechanical Engineering with Foundation Year and Industrial Placement Year,https://www.southampton.ac.uk/courses/mechanical-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,665,Ship Science with Foundation Year and Industrial Placement Year,https://www.southampton.ac.uk/courses/maritime-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,666,Ship Science with Foundation Year and Industrial Placement Year,https://www.southampton.ac.uk/courses/maritime-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,667,Marine Biology with Oceanography,https://www.southampton.ac.uk/courses/marine-biology-with-oceanography-degree-msci,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,671,Audiology,https://www.southampton.ac.uk/courses/audiology-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,672,Audiology,https://www.southampton.ac.uk/courses/audiology-degree-msci,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,673,Nursing (Child),https://www.southampton.ac.uk/courses/nursing-child-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,674,Nursing Adult,https://www.southampton.ac.uk/courses/nursing-adult-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,675,Nursing Mental Health,https://www.southampton.ac.uk/courses/nursing-mental-health-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,676,Nursing Adult and Child,https://www.southampton.ac.uk/courses/nursing-adult-child-degree-mnurs,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,677,Nursing Adult and Mental Health,https://www.southampton.ac.uk/courses/nursing-adult-mental-health-degree-mnurs,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,678,Nursing Child and Mental Health,https://www.southampton.ac.uk/courses/nursing-child-mental-health-degree-mnurs,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,681,English with Creative Writing,https://www.southampton.ac.uk/courses/english-with-creative-writing-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,687,Environmental Geoscience,https://www.southampton.ac.uk/courses/environmental-geoscience-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,688,Environmental Geoscience,https://www.southampton.ac.uk/courses/environmental-geoscience-degree-msci,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,690,Economics with Data Science,https://www.southampton.ac.uk/courses/economics-with-data-science-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,7,Zoology,https://www.southampton.ac.uk/courses/zoology-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,70,Accounting and Finance,https://www.southampton.ac.uk/courses/accounting-finance-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,73,Fine Art,https://www.southampton.ac.uk/courses/fine-art-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,77,Marketing with Placement,https://www.southampton.ac.uk/courses/marketing-with-placement-year-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,78,Psychology,https://www.southampton.ac.uk/courses/psychology-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,8,Biochemistry (3 years),https://www.southampton.ac.uk/courses/biochemistry-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,80,Geography,https://www.southampton.ac.uk/courses/geography-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,83,Mathematics,https://www.southampton.ac.uk/courses/mathematics-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,85,Mathematics (4 years),https://www.southampton.ac.uk/courses/mathematics-degree-mmath,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,86,Mathematical Sciences,https://www.southampton.ac.uk/courses/mathematical-sciences-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,9,Chemistry,https://www.southampton.ac.uk/courses/chemistry-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,90,Mathematics with Statistics,https://www.southampton.ac.uk/courses/mathematics-with-statistics-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,91,Mathematics with Computer Science,https://www.southampton.ac.uk/courses/mathematics-with-computer-science-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,93,Mathematics with Actuarial Science,https://www.southampton.ac.uk/courses/mathematics-with-actuarial-science-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,94,Mathematics with Finance,https://www.southampton.ac.uk/courses/mathematics-with-finance-degree-bsc,"University Road, Southampton, SO17 1BJ"
