uni_address,ukprn,university,kiscourseid,degree_type,programme,salary_respondents,salary_lq,salary_median,salary_uq,overall_rating,student_experience_rating,student_outcomes_rating,option_sandwich_year,option_year_abroad,option_foundation_year,option_distance_learning,crseurl,supporturl,lturl,employurl,qs_uni_name
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,JF52,BEng,Materials Science and Engineering,10,33500,47500,52000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/materials-science-engineering-beng/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/materials-science-engineering-beng/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,JFM2,MEng,Materials Science and Engineering,10,33500,47500,52000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/materials-science-engineering-meng/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/materials-science-engineering-meng/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,J5H8,MEng,Materials with Nuclear Engineering,10,33500,47500,52000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/materials-nuclear-engineering/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/materials-nuclear-engineering/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,G100,BSc,Mathematics,30,35000,39000,50000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-bsc/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-bsc/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,G103,MSci,Mathematics,30,35000,39000,50000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-msci/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-msci/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,G125,BSc,Mathematics (Pure Mathematics),30,35000,39000,50000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/pure-mathematics-bsc/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/pure-mathematics-bsc/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,GG14,BEng,Mathematics and Computer Science,65,43076.92307692308,53000,69384.61538461539,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computer-science-beng/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computer-science-beng/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,GG41,MEng,Mathematics and Computer Science,65,43076.92307692308,53000,69384.61538461539,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computer-science-meng/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computer-science-meng/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,G1F3,BSc,Mathematics with Applied Mathematics/Mathematical Physics,55,32727.272727272728,37181.818181818184,46363.63636363636,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-applied-physics/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-applied-physics/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,G102,BSc,Mathematics with Mathematical Computation,30,35000,39000,50000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computation/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computation/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,G1G3,BSc,Mathematics with Statistics,30,35000,39000,50000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-statistics/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-statistics/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,G1GH,BSc,Mathematics with Statistics for Finance,30,35000,39000,50000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-statistics-finance/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-statistics-finance/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,G104,MSci,Mathematics with a Year Abroad,30,35000,39000,50000,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-msci/#OptionA,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-msci/#OptionA,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,H301,MEng,Mechanical Engineering,25,32000,35000,38000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/mechanical-engineering/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/mechanical-engineering/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,B101,BSc,Medical Biosciences,10,25000,34000,34500,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/medical-biosciences/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/medical-biosciences/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,B111,BSc,Medical Biosciences with Management,10,25000,34000,34500,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/medical-biosciences-management/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/medical-biosciences-management/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,A100,MBBS,Medicine,120,32000,36000,40000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/medicine/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/medicine/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,A102,MBBS,Medicine (Graduate Entry),120,32000,36000,40000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/medicine-graduate-entry/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/medicine-graduate-entry/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,C500,BSc,Microbiology,15,27000,32000,37000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/microbiology/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/microbiology/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,H160,MEng,Molecular Bioengineering,140,32000,36000,45000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/molecular-bioengineering/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/molecular-bioengineering/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F300,BSc,Physics,25,30000,35000,42000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/physics-bsc/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/physics-bsc/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F303,MSci,Physics,25,30000,35000,42000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/physics-msci/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/physics-msci/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F325,BSc,Physics with Theoretical Physics,25,30000,35000,42000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/physics-theoretical-bsc/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/physics-theoretical-bsc/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F390,MSci,Physics with Theoretical Physics,25,30000,35000,42000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/physics-theoretical-msci/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/physics-theoretical-msci/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F309,MSci,Physics with a Year Abroad,25,30000,35000,42000,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/physics-msci/#OptionA,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/physics-msci/#OptionA,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"James Clerk Maxwell Building 57, Waterloo Road, London, SE1 8WA",10003645,King's College London,UBAH3ASCM,BA,"""Culture, Media & Creative Industries""",15,24000,25000,31000,Silver,Silver,Gold,No,No,No,No,https://www.kcl.ac.uk/study/undergraduate/courses/culture-media-creative-industries-ba,https://www.kcl.ac.uk/study/undergraduate/fees-and-funding,https://www.kcl.ac.uk/study/undergraduate/courses/culture-media-creative-industries-ba,https://www.kcl.ac.uk/careers,King's College London (KCL)
"James Clerk Maxwell Building 57, Waterloo Road, London, SE1 8WA",10003645,King's College London,UBAH3SSOE,BA/BSc,"""Philosophy, Politics & Economics""",65,28153.846153846152,33000,40538.46153846154,Silver,Silver,Gold,No,No,No,No,https://www.kcl.ac.uk/study/undergraduate/courses/philosophy-politics-and-economics-ba-bsc,https://www.kcl.ac.uk/study/undergraduate/fees-and-funding,https://www.kcl.ac.uk/study/undergraduate/courses/philosophy-politics-and-economics-ba-bsc,https://www.kcl.ac.uk/careers,King's College London (KCL)
"James Clerk Maxwell Building 57, Waterloo Road, London, SE1 8WA",10003645,King's College London,UBLH4FSPW,LLB,"""Politics, Philosophy & Law""",25,26000,31000,43000,Silver,Silver,Gold,No,Yes,No,No,https://www.kcl.ac.uk/study/undergraduate/courses/politics-philosophy-and-law-llb,https://www.kcl.ac.uk/study/undergraduate/fees-and-funding,https://www.kcl.ac.uk/study/undergraduate/courses/politics-philosophy-and-law-llb,https://www.kcl.ac.uk/careers,King's College London (KCL)
