ukprn,kiscourseid,university_name,title,degree_type,median_salary,a_level_grade_req,a_level_subject_reqs,ib_grade_req,ib_subject_req,url,provaddress,placement_year,year_abroad,foundation_year_available,offer_rate
10003270,J5H8,Imperial College London,Materials with Nuclear Engineering,MEng,47500,AAA,A in Mathematics; A in Chemistry or Physics,38,6 in Mathematics at higher level; 6 in Physics or Chemistry at higher level,https://www.imperial.ac.uk/study/courses/undergraduate/materials-nuclear-engineering/,"Faculty Building, Exhibition Road, London, SW7 2AZ",No,No,No,45%
10003270,J700,Imperial College London,Biotechnology,BSc,34000,AAA,"A in Chemistry; A in Biology, Mathematics or Physics",38,"6 in Chemistry at higher level; 6 in Biology, Mathematics or Physics at higher level; 6 in Chemistry at higher level",https://www.imperial.ac.uk/study/courses/undergraduate/biotechnology/,"Faculty Building, Exhibition Road, London, SW7 2AZ",No,No,No,18%
10003270,J7R1,Imperial College London,Biotechnology with French for Science,BSc,34000,AAA,"A in Chemistry; A in Biology, Mathematics or Physics",38,"6 in Chemistry at higher level; 6 in Biology, Mathematics or Physics at higher level; 6 in Chemistry at higher level",https://www.imperial.ac.uk/study/courses/undergraduate/biotechnology-language/#OptionA,"Faculty Building, Exhibition Road, London, SW7 2AZ",No,Yes,No,33%
10003270,J7R2,Imperial College London,Biotechnology with German for Science,BSc,34000,AAA,"A in Chemistry; A in Biology, Mathematics or Physics",38,"6 in Chemistry at higher level; 6 in Biology, Mathematics or Physics at higher level; 6 in Chemistry at higher level",https://www.imperial.ac.uk/study/courses/undergraduate/biotechnology-language/#OptionB,"Faculty Building, Exhibition Road, London, SW7 2AZ",No,Yes,No,60%
10003270,J7R4,Imperial College London,Biotechnology with Spanish for Science,BSc,34000,AAA,"A in Chemistry; A in Biology, Mathematics or Physics",38,"6 in Chemistry at higher level; 6 in Biology, Mathematics or Physics at higher level; 6 in Chemistry at higher level",https://www.imperial.ac.uk/study/courses/undergraduate/biotechnology-language/#OptionC,"Faculty Building, Exhibition Road, London, SW7 2AZ",No,Yes,No,60%
10003270,JF52,Imperial College London,Materials Science and Engineering,BEng,47500,AAA,A in Mathematics; A in Chemistry or Physics,38,6 in Mathematics at higher level; 6 in Physics or Chemistry at higher level,https://www.imperial.ac.uk/study/courses/undergraduate/materials-science-engineering-beng/,"Faculty Building, Exhibition Road, London, SW7 2AZ",No,No,No,43%
10003270,JFM2,Imperial College London,Materials Science and Engineering,MEng,47500,AAA,A in Mathematics; A in Chemistry or Physics,38,6 in Mathematics at higher level; 6 in Physics or Chemistry at higher level,https://www.imperial.ac.uk/study/courses/undergraduate/materials-science-engineering-meng/,"Faculty Building, Exhibition Road, London, SW7 2AZ",No,No,No,63%
10003270,L1N3,Imperial College London,"Economics, Finance and Data Science",BSc,NA,A*AA,"A* in Mathematics; AA in two other subjects (Further Mathematics and/or Economics are useful, but not required)",39,7 in Mathematics at higher level; 6 in a second subject at higher level; 6 in a third subject at higher level,https://www.imperial.ac.uk/study/courses/undergraduate/economics-finance-data-science/,"Faculty Building, Exhibition Road, London, SW7 2AZ",No,No,No,6.5%
10004063,C800-UBPBS,London School of Economics,Psychological and Behavioural Science,BSc,NA,A*AA,"A*AA, including at least one of Biology, Chemistry, Physics, Mathematics, Psychology",39,"39 points overall, including 766 at higher level, including at least one of Biology, Chemistry, Physics, Mathematics, Psychology at higher level",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-psychological-and-behavioural-science,"Houghton Street, London, WC2A 2AE",No,Yes,No,25%
10004063,F9L1-UBENPOWEC2,London School of Economics,Environment and Sustainable Development with Economics,BSc,52000,AAA,"AAA, with an A in Mathematics",38,"38 points overall, including 766 at higher level, including Mathematics",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-environment-and-sustainable-development-with-economics,"Houghton Street, London, WC2A 2AE",No,Yes,No,9.9%
10004063,FK84-UBENDV2,London School of Economics,Environment and Sustainable Development,BSc,52000,AAA,AAA,38,"38 points overall, including 766 at higher level",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-environment-and-sustainable-development,"Houghton Street, London, WC2A 2AE",No,Yes,No,13%
10004063,G0N0-UBMSB,London School of Economics,"Mathematics, Statistics, and Business",BSc,38000,A*AA,"A*AA, with an A* in Mathematics",39,"39 points overall, including 766 in higher level subjects, with 7 in ""Mathematics: analysis and approaches""",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-mathematics-statistics-and-business,"Houghton Street, London, WC2A 2AE",No,Yes,No,17%
10004063,G140-UBMAWDS,London School of Economics,Mathematics with Data Science,BSc,38000,A*AA,"A*AA, with an A* in Mathematics",39,"39 points overall, including 766 in higher level subjects, with 7 in Mathematics: analysis and approaches.",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-mathematics-with-data-science,"Houghton Street, London, WC2A 2AE",No,Yes,No,16%
10004063,G1L1-UBMAWEC,London School of Economics,Mathematics with Economics,BSc,38000,A*AA,"A*AA, with an A* in Mathematics",39,"39 points overall, including 766 in higher level subjects, with 7 in Mathematics: analysis and approaches.",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-mathematics-with-economics,"Houghton Street, London, WC2A 2AE",No,Yes,No,19%
10004063,GL11-UBMAEC,London School of Economics,Mathematics and Economics,BSc,38000,A*AA,"A*AA, with an A* in Mathematics",39,"39 points overall, including 766 in higher level subjects, with 7 in Mathematics: analysis and approaches.",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-mathematics-and-economics,"Houghton Street, London, WC2A 2AE",No,Yes,No,14%
10004063,GN13-UBFIMAST,London School of Economics,Financial Mathematics and Statistics,BSc,38000,A*AA,"A*AA, with an A* in Mathematics",39,"39 points overall, including 766 at higher level, with 7 in Mathematics: analysis and approaches.",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-financial-mathematics-and-statistics,"Houghton Street, London, WC2A 2AE",No,Yes,No,16%
10004063,L0V0-UBPHPOLEC,London School of Economics,"Philosophy, Politics and Economics",BSc,52000,A*AA,"A*AA, with an A* in Mathematics",39,"39 points overall, with 766 in higher level subjects, including 7 in higher level Mathematics",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-philosophy-politics-and-economics,"Houghton Street, London, WC2A 2AE",No,Yes,No,13%
10004063,L101-UBEC,London School of Economics,Economics,BSc,52000,A*AA,A*AA with an A* in Mathematics,39,"39 points overall. 766 in higher level subjects, with 7 in Mathematics.",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-economics,"Houghton Street, London, WC2A 2AE",No,Yes,No,10%
10004063,L140-UBEM,London School of Economics,Econometrics and Mathematical Economics,BSc,52000,A*AA,A*AA with an A* in Mathematics,39,"39 points overall. 766 in higher level subjects, with 7 in Mathematics.",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-econometrics-and-mathematical-economics,"Houghton Street, London, WC2A 2AE",No,Yes,No,1.9%
10004063,L230-UBPOL,London School of Economics,Politics,BSc,35000,AAA,AAA,38,"38 points overall , including 766 at higher level",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-politics,"Houghton Street, London, WC2A 2AE",No,Yes,No,23%
10004063,L250-UBIR,London School of Economics,International Relations,BSc,35000,AAA,AAA,38,"38 points overall , including 766 at higher level",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-international-relations,"Houghton Street, London, WC2A 2AE",No,Yes,No,18%
10004063,L290-UBPOLIR,London School of Economics,Politics and International Relations,BSc,35000,AAA,AAA,38,"38 points overall, including 766 at higher level",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-politics-and-international-relations,"Houghton Street, London, WC2A 2AE",No,Yes,No,7.9%
10004063,L2T1-UBIRCHI,London School of Economics,International Relations and Chinese,BSc,35000,AAA,AAA,38,"38 points overall, including 766 at higher level",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-international-relations-and-chinese,"Houghton Street, London, WC2A 2AE",No,Yes,No,31%
10004063,L301-UBSO2,London School of Economics,Sociology,BSc,30000,AAB,AAB,37,"37 points overall, with 666 at higher level",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-sociology,"Houghton Street, London, WC2A 2AE",No,Yes,No,16%
10004063,L3R9-UBLNCUSO,London School of Economics,"Language, Culture & Society",BSc,30000,AAB,AAB,37,"37 points overall, including 666 at higher level",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-language-culture-and-society,"Houghton Street, London, WC2A 2AE",No,Yes,No,38%
10004063,L400-UBISPP,London School of Economics,International Social and Public Policy,BSc,33000,AAB,AAB,37,"37 points overall, with 666 at higher level",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-international-social-and-public-policy,"Houghton Street, London, WC2A 2AE",No,Yes,No,29%
10004063,L601-UBANA2,London School of Economics,Social Anthropology,BA,30000,AAB,AAB,37,"37 points overall, with 666 in higher level subjects",https://www.lse.ac.uk/study-at-lse/undergraduate/ba-social-anthropology,"Houghton Street, London, WC2A 2AE",No,Yes,No,46%
10004063,L603-UBANS2,London School of Economics,Social Anthropology,BSc,30000,AAB,AAB,37,"37 points overall, with 666 in higher level subjects",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-social-anthropology,"Houghton Street, London, WC2A 2AE",No,Yes,No,54%
10004063,L702-UBGY2,London School of Economics,Geography,BA,33000,AAA,AAA,38,"38 points overall, including 766 at higher level",https://www.lse.ac.uk/study-at-lse/undergraduate/ba-geography,"Houghton Street, London, WC2A 2AE",No,Yes,No,28%
10004063,L7L1-UBGYWEC,London School of Economics,Geography with Economics,BSc,52000,AAA,"AAA, including an A in Mathematics",38,"38 points overall, with 766 at higher level, including Mathematics",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-geography-with-economics,"Houghton Street, London, WC2A 2AE",No,Yes,No,23%
10004063,LL12-UBPOLEC,London School of Economics,Politics and Economics,BSc,52000,AAA,"AAA, including Mathematics",38,"38 points overall, including 766 at higher level, including Mathematics",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-politics-and-economics,"Houghton Street, London, WC2A 2AE",No,Yes,No,14%
10004063,LL42-UBISPPPOL,London School of Economics,International Social and Public Policy with Politics,BSc,33000,AAB,AAB,37,"37 points overall, with 666 at higher level",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-international-social-and-public-policy-with-politics,"Houghton Street, London, WC2A 2AE",No,Yes,No,15%
10004063,LLK1-UBISPPEC,London School of Economics,International Social and Public Policy and Economics,BSc,33000,AAB,"AAB, with an A in Mathematics",37,"37 points overall, with 666 at higher level, including Mathematics",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-international-social-and-public-policy-with-economics,"Houghton Street, London, WC2A 2AE",No,Yes,No,4.1%
10004063,LV15-UBPHEC,London School of Economics,Philosophy and Economics,BSc,52000,AAA,"AAA, with an A in Mathematics",38,"38 points overall, with 766 in higher level subjects, including Mathematics",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-philosophy-and-economics,"Houghton Street, London, WC2A 2AE",No,Yes,No,19%
10004063,LV21-UBHYPOL,London School of Economics,History and Politics,BSc,35000,AAA,AAA,38,"38 points overall , including 766 at higher level",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-history-and-politics,"Houghton Street, London, WC2A 2AE",No,Yes,No,18%
10004063,LV25-UBPOLPH,London School of Economics,Politics and Philosophy,BSc,35000,AAA,AAA,38,"38 points overall, including 766 at higher level",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-politics-and-philosophy,"Houghton Street, London, WC2A 2AE",No,Yes,No,29%
10004063,M100-UBLL,London School of Economics,Laws,LLB,32000,A*AA,A*AA,39,39 points overall. 766 in higher level subjects,https://www.lse.ac.uk/study-at-lse/undergraduate/llb-bachelor-of-laws,"Houghton Street, London, WC2A 2AE",No,Yes,No,15%
10004063,ML16-UBANLL2,London School of Economics,Anthropology and Law,BA,30000,AAB,AAB,37,"37 points overall, with 666 in higher level subjects",https://www.lse.ac.uk/study-at-lse/undergraduate/ba-anthropology-and-law,"Houghton Street, London, WC2A 2AE",No,Yes,No,8.9%
10004063,N200-UBMG,London School of Economics,Management,BSc,35000,AAA,"AAA, including an A in Mathematics",38,"38 points overall, with 766 in higher level subjects including Mathematics",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-management,"Houghton Street, London, WC2A 2AE",No,Yes,No,15%
10004063,N300-UBFI,London School of Economics,Finance,BSc,40000,A*AA,"A*AA, with an A* in Mathematics",39,"39 points overall. 766 in higher level subjects, including 7 in Mathematics",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-finance,"Houghton Street, London, WC2A 2AE",No,Yes,No,12%
10004063,N321-UBACT2,London School of Economics,Actuarial Science,BSc,38000,A*AA,"A*AA, with an A* in Mathematics",39,"39 points overall, including 766 in higher level subjects, with 7 in ""Mathematics: analysis and approaches""",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-actuarial-science,"Houghton Street, London, WC2A 2AE",No,Yes,No,32%
10004063,N3UD-UBDSC,London School of Economics,Data Science,BSc,38000,A*AA,"A*AA, with an A* in Mathematics",39,"39 points overall, including 766 in higher level subjects, with 7 in ""Mathematics: analysis and approaches""",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-data-science,"Houghton Street, London, WC2A 2AE",No,Yes,No,12%
10004063,NN34-UBAF,London School of Economics,Accounting and Finance,BSc,52000,AAA,AAA with A in Mathematics,38,"38 points overall. 766 in higher level subjects, including 6 in higher level Mathematics",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-accounting-and-finance,"Houghton Street, London, WC2A 2AE",No,Yes,No,14%
10004063,V146-UBHY2,London School of Economics,History,BA,34500,AAA,AAA,38,"38 points overall , including 766 at higher level",https://www.lse.ac.uk/study-at-lse/undergraduate/ba-history,"Houghton Street, London, WC2A 2AE",No,Yes,No,41%
10004063,V300-UBEH,London School of Economics,Economic History,BSc,34500,AAA,"AAA, including Economics or History",38,"38 points overall. 766 in higher level subjects, including Economics or History",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-economic-history,"Houghton Street, London, WC2A 2AE",No,Yes,No,17%
10004063,V3L7-UBEHGY,London School of Economics,Economic History and Geography,BSc,34500,AAB,"AAB, including Economics or History",37,37 points overall. 666 in higher level subjects.,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-economic-history-and-geography,"Houghton Street, London, WC2A 2AE",No,Yes,No,14%
10004063,V503-UBPHS3,London School of Economics,"Philosophy, Logic and Scientific Method",BSc,35000,AAA,AAA,38,"38 points overall, with 766 at higher level",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-philosophy-logic-and-scientific-method,"Houghton Street, London, WC2A 2AE",No,Yes,No,22%
10004063,VL12-UBIRHY,London School of Economics,International Relations and History,BSc,35000,AAA,AAA,38,"38 points overall , including 766 at higher level",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-international-relations-and-history,"Houghton Street, London, WC2A 2AE",No,Yes,No,33%
10004063,VL31-UBECEH,London School of Economics,Economics and Economic History,BSc,52000,AAA,"AAA, including Economics or History, and an A in Mathematics",38,"38 points overall, with 766 in higher level subjects, including Economics or History, and Mathematics",https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-economics-and-economic-history,"Houghton Street, London, WC2A 2AE",No,Yes,No,11%
10007774,A100,University of Oxford,Medicine,BA,35000,A*AA,"A*AA in three A-levels (excluding Critical Thinking and Thinking Skills) taken in the same academic year. Candidates are required to achieve at least a grade A in both Chemistry and at least one of Biology, Physics, Mathematics or Further Mathematics. We expect you to have taken and passed any practical component in your chosen science subjects.",39,"39 (including core points) with 766 at HL. Candidates are required to take Chemistry and at least one of Biology, Physics or Mathematics to Higher Level.BTEC Level 3 Extended Diploma: Please visit the Medical Sciences website for details.",http://www.ox.ac.uk/admissions/undergraduate/courses-listing/medicine,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,9.5%
