kiscourseid,title,degree_type,a_level,a_level_subjects,gcse,ib,ib_subjects,url,foundation,sandwich,yearabroad,lower_quartile_salary,median_salary,upper_quartile_salary
UBAFREAPOL18,French and Polish,BA,AAB,French required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-polish-ba,No,No,Yes,25500,28500,35000
UBAFREAPOR18,French and Portuguese,BA,ABB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-portuguese-ba,No,No,Yes,25500,28500,35000
UBAFREAROM18,French and Romanian,BA,AAB,French required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-romanian-ba,No,No,Yes,25500,28500,35000
UBAFREARUS18,French and Russian,BA,AAB,French required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-russian-ba,No,No,Yes,25500,28500,35000
UBAFREASRB18,French and Serbian/Croatian,BA,AAB,French required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-serbian-croatian-ba,No,No,Yes,25500,28500,35000
UBAFREASPA18,French and Spanish,BA,AAB,French and Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to include French and Spanish grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-spanish-ba,No,No,Yes,25500,28500,35000
UBAFREASWE18,French and Swedish,BA,ABB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-swedish-ba,No,No,Yes,25500,28500,35000
UBAFREAUKR18,French and Ukrainian,BA,AAB,French required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-ukrainian-ba,No,No,Yes,25500,28500,35000
UBAFREAYID18,French and Yiddish,BA,ABB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-yiddish-ba,No,No,Yes,25500,28500,35000
UBAFRESING18,French,BA,ABB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including French grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-ba,No,No,Yes,25500,28500,35000
UBAFREWFLM18,French with Film Studies,BA,ABB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-film-studies-ba,No,No,Yes,25500,28500,35000
UBAFREWMAN18,French with Management Studies,BA,AAB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, including 6 in French, with no higher level score below 5",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-management-studies-ba,No,No,Yes,30000,34000,47500
UBAFREWMAN18,French with Management Studies,BA,AAB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, including 6 in French, with no higher level score below 5",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-management-studies-ba,No,No,Yes,25500,28500,35000
UBSGEOAECO18,Geography and Economics,BSc,A*AA,"A* in Mathematics required. Plus, one from Geography, History or another essay based subject preferred but not required.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics, plus one from Geography, History or another essay based subject preferred but not required, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geography-and-economics-bsc,No,No,No,36000,48000,65000
UBSGEOAECO18,Geography and Economics,BSc,A*AA,"A* in Mathematics required. Plus, one from Geography, History or another essay based subject preferred but not required.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics, plus one from Geography, History or another essay based subject preferred but not required, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geography-and-economics-bsc,No,No,No,28000,28000,30000
UBAGEOSING18,Geography,BA,AAA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geography-ba,No,No,No,28000,28000,30000
UBSGEOSING18,Geography,BSc,AAA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geography-bsc,No,No,No,25500,29500,30000
UBAGEOSINT18,Geography (International Programme),BA,AAA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geography-international-programme-ba,No,No,Yes,28000,28000,30000
UBSGEOSINT18,Geography (International Programme),BSc,AAA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geography-international-programme-bsc,No,No,Yes,25500,29500,30000
UBSEARSGEL18,Geology,BSc,AAB,"Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to preferably include two sciences, with no higher level score below 5. Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geology-bsc,No,No,No,25000,29000,34000
UMSEARSGEL18,Geology,MSCi,AAB,"Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to preferably include two sciences, with no higher level score below 5. Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geology-msci,No,No,No,25000,29000,34000
UBSEARSPHY18,Geophysics,BSc,AAB,"Mathematics and Physics required. Biology, Chemistry, Further Mathematics and Geology/Geography preferred.",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Biology, Chemistry, Further Mathematics and Geology/Geography preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geophysics-bsc,No,No,No,25000,29000,34000
UMSEARSPHY18,Geophysics,MSCi,AAB,"Mathematics and Physics required. Biology, Chemistry, Further Mathematics and Geology/Geography preferred.",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Biology, Chemistry, Further Mathematics and Geology/Geography preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geophysics-msci,No,No,No,25000,29000,34000
