kiscourseid,title,crseurl
UBAARLAANT18,Archaeology and Anthropology,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/archaeology-and-anthropology-ba
UBAARLSABR18,Archaeology,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/archaeology-year-abroad-ba
UBAARLSING18,Archaeology,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/archaeology-ba
UBAARLSPLA18,Archaeology with a Placement Year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/archaeology-placement-year-ba
UBAARTATEC18,Art and Technology,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/art-and-technology-ba
UBABULACZE18,Bulgarian and Czech,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-czech-ba
UBABULADAN18,Bulgarian and Danish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-danish-ba
UBABULADUT18,Bulgarian and Dutch,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-dutch-ba
UBABULAEES18,Bulgarian and East European Studies,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-east-european-studies-ba
UBABULAFIN18,Bulgarian and Finnish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-finnish-ba
UBABULAFRE18,Bulgarian and French,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-french-ba
UBABULAGER18,Bulgarian and German,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-german-ba
UBABULAHEB18,Bulgarian and Hebrew,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-hebrew-ba
UBABULAHUN18,Bulgarian and Hungarian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-hungarian-ba
UBABULAITA18,Bulgarian and Italian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-italian-ba
UBABULANOR18,Bulgarian and Norwegian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-norwegian-ba
UBABULAPOL18,Bulgarian and Polish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-polish-ba
UBABULAPOR18,Bulgarian and Portuguese,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-portuguese-ba
UBABULAROM18,Bulgarian and Romanian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-romanian-ba
UBABULARUS18,Bulgarian and Russian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-russian-ba
UBABULASPA18,Bulgarian and Spanish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-spanish-ba
UBABULASRB18,Bulgarian and Serbian/Croatian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-serbian-croatian-ba
UBABULASWE18,Bulgarian and Swedish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-swedish-ba
UBABULAUKR18,Bulgarian and Ukrainian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-ukrainian-ba
UBABULAYID18,Bulgarian and Yiddish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-yiddish-ba
UBACAWWABR18,Classics and the Ancient World with Study Abroad,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/classics-and-ancient-world-study-abroad-ba
UBACLAACLC18,Classical Archaeology and Classical Civilisation,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/classical-archaeology-and-classical-civilisation-ba
UBACLASANC18,Classics and the Ancient World,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/classics-and-ancient-world-ba
UBACLTSABR18,Comparative Literature,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/comparative-literature-year-abroad-ba
UBACLTSING18,Comparative Literature,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/comparative-literature-ba
UBACOMSING18,Communications,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/communications-ba
UBACREAHUM18,Creative Arts and Humanities,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/creative-arts-and-humanities-ba
UBACZEADAN18,Czech and Danish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-danish-ba
UBACZEADUT18,Czech and Dutch,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-dutch-ba
UBACZEAEES18,Czech (with Slovak) and East European Studies,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-slovak-and-east-european-studies-ba
UBACZEAFIN18,Czech and Finnish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-finnish-ba
UBACZEAFRE18,Czech and French,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-french-ba
UBACZEAGER18,Czech and German,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-german-ba
UBACZEAHEB18,Czech and Hebrew,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-hebrew-ba
UBACZEAHUN18,Czech and Hungarian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-hungarian-ba
UBACZEAITA18,Czech and Italian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-italian-ba
UBACZEANOR18,Czech and Norwegian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-norwegian-ba
UBACZEAPOL18,Czech and Polish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-polish-ba
UBACZEAPOR18,Czech and Portuguese,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-portuguese-ba
UBACZEAROM18,Czech and Romanian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-romanian-ba
UBACZEARUS18,Czech and Russian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-russian-ba
UBACZEASPA18,Czech and Spanish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-spanish-ba
UBACZEASRB18,Czech and Serbian/Croatian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-serbian-croatian-ba
UBACZEASWE18,Czech and Swedish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-swedish-ba
UBACZEAUKR18,Czech and Ukrainian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-ukrainian-ba
UBACZEAYID18,Czech and Yiddish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-yiddish-ba
UBADANADUT18,Danish and Dutch,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-dutch-ba
UBADANAFIN18,Danish and Finnish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-finnish-ba
UBADANAFRE18,Danish and French,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-french-ba
UBADANAGER18,Danish and German,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-german-ba
UBADANAHEB18,Danish and Hebrew,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-hebrew-ba
UBADANAHUN18,Danish and Hungarian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-hungarian-ba
UBADANAITA18,Danish and Italian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-italian-ba
UBADANAPOL18,Danish and Polish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-polish-ba
UBADANAPOR18,Danish and Portuguese,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-portuguese-ba
UBADANAROM18,Danish and Romanian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-romanian-ba
UBADANARUS18,Danish and Russian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-russian-ba
UBADANASPA18,Danish and Spanish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-spanish-ba
UBADANASRB18,Danish and Serbian/Croatian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-serbian-croatian-ba
UBADANAUKR18,Danish and Ukrainian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-ukrainian-ba
UBADANAYID18,Danish and Yiddish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-yiddish-ba
UBADUTAENG18,Dutch and English,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-english-ba
UBADUTAFIN18,Dutch and Finnish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-finnish-ba
UBADUTAFRE18,Dutch and French,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-french-ba
UBADUTAGER18,Dutch and German,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-german-ba
UBADUTAHAR18,Dutch and History of Art,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-history-art-ba
UBADUTAHEB18,Dutch and Hebrew,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-hebrew-ba
UBADUTAHUN18,Dutch and Hungarian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-hungarian-ba
UBADUTAITA18,Dutch and Italian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-italian-ba
UBADUTALAT18,Dutch and Latin,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-latin-ba
UBADUTAMAN18,Dutch and Management Studies,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-management-studies-ba
UBADUTANOR18,Dutch and Norwegian,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-norwegian-ba
UBADUTAPHI18,Dutch and Philosophy,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-philosophy-ba
UBADUTAPOL18,Dutch and Polish,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-polish-ba
UBADUTAPOR18,Dutch and Portuguese,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-portuguese-ba
